Date,Month,WeekOfYear,Year,Week,Chlamydia,Dengue,Giardiasis,Gonorrhea,Haemophilus,HepatitisA,HepatitisB,HepatitisC,Legionellosis,Lyme disease,Malaria,Syphilis,chickenpox
2017-12-25,12,52,2017,52,4935,0,42,1568,22,10,2,3,11,0,12,20,26
2018-01-01,1,1,2018,1,3741,0,43,1520,34,19,8,5,16,0,7,15,51
2018-01-08,1,2,2018,2,9071,0,48,3210,56,20,1,6,23,0,4,52,51
2018-01-15,1,3,2018,3,9176,0,90,2902,67,19,9,5,22,0,11,40,63
2018-01-22,1,4,2018,4,11525,0,79,3623,49,23,11,15,21,0,12,68,61
2018-01-29,1,5,2018,5,14952,0,100,4739,57,22,10,8,28,0,15,105,60
2018-02-05,2,6,2018,6,14435,0,88,4454,35,20,20,14,25,0,7,89,76
2018-02-12,2,7,2018,7,13423,0,72,4002,50,24,15,4,25,0,7,99,68
2018-02-19,2,8,2018,8,13881,0,66,4358,31,17,8,12,14,0,2,90,56
2018-02-26,2,9,2018,9,15229,0,89,4498,45,31,14,10,30,0,10,93,71
2018-03-05,3,10,2018,10,10804,0,78,3202,51,30,7,7,21,0,4,82,49
2018-03-12,3,11,2018,11,16152,0,102,4667,51,41,11,18,37,0,4,96,56
2018-03-19,3,12,2018,12,13821,0,123,4399,71,40,19,19,32,0,7,111,64
2018-03-26,3,13,2018,13,12158,0,80,3588,39,52,8,7,18,0,1,67,67
2018-04-02,4,14,2018,14,14268,0,106,4339,64,50,13,5,17,0,6,103,63
2018-04-09,4,15,2018,15,15402,0,66,4781,63,47,14,9,22,0,4,98,65
2018-04-16,4,16,2018,16,13094,0,88,3802,36,57,8,17,15,0,7,87,56
2018-04-23,4,17,2018,17,13263,0,107,3977,45,81,4,10,19,0,9,73,67
2018-04-30,4,18,2018,18,16466,0,75,4941,36,59,7,9,35,0,7,80,63
2018-05-07,5,19,2018,19,13395,0,114,3920,50,75,20,16,28,0,20,87,88
2018-05-14,5,20,2018,20,14462,0,124,4571,58,71,13,13,30,0,10,92,71
2018-05-21,5,21,2018,21,11941,0,103,3951,41,53,7,11,22,0,10,78,68
2018-05-28,5,22,2018,22,11105,0,123,3719,54,84,5,10,40,0,14,58,52
2018-06-04,6,23,2018,23,14508,0,110,4676,41,82,6,10,62,0,15,110,98
2018-06-11,6,24,2018,24,12982,0,122,4048,45,84,15,12,104,0,17,51,55
2018-06-18,6,25,2018,25,15240,0,103,5068,28,70,10,10,103,0,16,110,45
2018-06-25,6,26,2018,26,14696,0,128,4834,55,112,7,15,27,0,17,107,60
2018-07-02,7,27,2018,27,11705,0,112,3768,36,79,4,6,79,0,4,59,43
2018-07-09,7,28,2018,28,14021,0,127,4665,27,36,6,12,143,0,9,112,60
2018-07-16,7,29,2018,29,13048,0,128,4307,31,114,4,7,88,0,11,102,47
2018-07-23,7,30,2018,30,13732,0,119,4551,37,57,12,6,48,0,10,87,38
2018-07-30,7,31,2018,31,14069,0,143,4592,36,109,14,9,81,0,9,76,61
2018-08-06,8,32,2018,32,13363,0,157,4091,27,118,14,8,130,0,19,80,44
2018-08-13,8,33,2018,33,19086,0,135,6233,32,100,14,13,118,0,17,115,44
2018-08-20,8,34,2018,34,15607,0,169,5022,36,147,21,6,114,0,17,101,60
2018-08-27,8,35,2018,35,14767,0,134,4889,27,124,13,11,121,0,17,94,27
2018-09-03,9,36,2018,36,13102,0,130,4436,28,128,19,7,143,0,11,70,51
2018-09-10,9,37,2018,37,15063,0,171,5212,48,156,13,4,104,0,9,98,71
2018-09-17,9,38,2018,38,12136,0,153,4193,39,69,10,6,84,0,9,73,51
2018-09-24,9,39,2018,39,15309,0,143,5037,37,175,13,12,110,0,10,111,60
2018-10-01,10,40,2018,40,11523,0,124,3769,35,156,13,11,145,0,11,61,41
2018-10-08,10,41,2018,41,15408,0,126,5178,38,185,13,8,155,0,8,93,46
2018-10-15,10,42,2018,42,14428,0,107,4720,27,134,11,5,148,0,8,126,85
2018-10-22,10,43,2018,43,12829,0,118,4229,48,160,13,4,112,0,7,112,90
2018-10-29,10,44,2018,44,15715,0,133,4948,42,206,12,7,105,0,14,120,81
2018-11-05,11,45,2018,45,13314,0,103,4219,32,139,8,6,47,0,8,112,58
2018-11-12,11,46,2018,46,12621,0,81,4280,37,182,9,9,81,0,4,76,88
2018-11-19,11,47,2018,47,12013,0,101,4040,47,213,13,8,87,0,5,75,78
2018-11-26,11,48,2018,48,11406,0,121,3800,57,245,18,9,94,0,6,77,68
2018-12-03,12,49,2018,49,14555,0,108,4918,41,301,12,12,72,0,8,100,78
2018-12-10,12,50,2018,50,14540,0,93,4634,43,235,11,11,53,0,9,111,72
2018-12-17,12,51,2018,51,4879,0,89,1525,26,145,6,7,35,0,8,24,95
2018-12-24,12,52,2018,52,3793,0,46,1337,25,74,3,2,12,0,2,28,95
2018-12-31,12,1,2018,52,3793,0,46,1337,25,74,3,2,12,0,2,28,95
2019-01-07,1,2,2019,2,5084,0,65,1735,42,123,2,2,26,0,0,24,23
2019-01-14,1,3,2019,3,10452,0,73,3392,65,220,6,3,32,0,3,48,57
2019-01-21,1,4,2019,4,11217,0,64,3423,43,200,4,7,43,0,10,51,51
2019-01-28,1,5,2019,5,9511,0,111,2695,45,176,16,11,34,0,10,50,70
2019-02-04,2,6,2019,6,11250,0,100,3288,37,190,15,4,23,0,8,57,44
2019-02-11,2,7,2019,7,10801,0,88,3288,4,179,13,3,30,0,12,48,51
2019-02-18,2,8,2019,8,10121,0,87,3120,60,186,10,2,27,0,8,56,52
2019-02-25,2,9,2019,9,9809,0,112,3005,48,209,10,8,29,0,3,58,43
2019-03-04,3,10,2019,10,11124,0,65,3216,69,180,13,2,40,0,4,58,62
2019-03-11,3,11,2019,11,9594,0,85,2684,53,164,11,2,20,0,6,53,88
2019-03-18,3,12,2019,12,9577,0,83,2937,60,217,26,6,13,0,9,57,59
2019-03-25,3,13,2019,13,10470,0,95,3186,4,146,18,9,17,0,9,52,63
2019-04-01,4,14,2019,14,11054,0,91,3153,6,190,10,1,16,0,3,51,49
2019-04-08,4,15,2019,15,11493,0,83,3420,54,137,11,1,28,0,9,53,78
2019-04-15,4,16,2019,16,9459,0,84,2900,43,131,12,5,28,0,5,73,47
2019-04-22,4,17,2019,17,11129,0,117,3274,57,149,5,0,33,0,5,64,56
2019-04-29,4,18,2019,18,12711,0,121,3808,47,192,26,33,41,0,6,67,64
2019-05-06,5,19,2019,19,11859,1,72,3431,45,142,53,31,23,0,10,55,75
2019-05-13,5,20,2019,20,11962,1,83,3563,39,131,15,7,16,0,6,73,49
2019-05-20,5,21,2019,21,12953,0,88,3862,59,147,12,8,41,0,6,75,74
2019-05-27,5,22,2019,22,10668,1,102,3276,40,200,35,31,38,0,9,84,69
2019-06-03,6,23,2019,23,9287,1,100,2985,60,155,18,23,54,0,15,32,70
2019-06-10,6,24,2019,24,10963,0,78,3422,46,138,28,12,52,0,5,81,58
2019-06-17,6,25,2019,25,10968,1,193,3441,73,175,5,11,81,0,6,58,61
2019-06-24,6,26,2019,26,11933,0,134,3740,62,157,12,19,91,0,7,58,40
2019-07-01,7,27,2019,27,11380,0,135,3567,59,131,21,5,104,0,16,46,60
2019-07-08,7,28,2019,28,8144,0,105,2668,33,110,13,11,109,0,10,33,48
2019-07-15,7,29,2019,29,11584,0,97,3919,42,142,22,14,179,0,18,69,82
2019-07-22,7,30,2019,30,13243,0,135,4246,52,165,12,16,78,0,22,55,56
2019-07-29,7,31,2019,31,11861,0,126,3797,49,131,14,13,66,0,18,56,51
2019-08-05,8,32,2019,32,12492,0,133,4219,34,162,12,13,94,0,10,65,66
2019-08-12,8,33,2019,33,9994,3,141,3485,33,122,13,12,99,0,17,53,49
2019-08-19,8,34,2019,34,13085,6,179,4368,45,154,8,6,65,0,25,59,57
2019-08-26,8,35,2019,35,10547,4,162,3497,40,166,30,20,80,0,24,86,64
2019-09-02,9,36,2019,36,12019,7,136,3909,22,101,11,10,76,0,12,53,74
2019-09-09,9,37,2019,37,9026,7,128,3127,37,128,17,24,101,0,24,63,85
2019-09-16,9,38,2019,38,11483,16,150,4023,41,177,21,20,106,0,22,62,89
2019-09-23,9,39,2019,39,12340,11,151,4207,35,100,28,16,98,0,29,76,74
2019-09-30,9,40,2019,40,10595,4,152,3557,41,110,14,16,57,0,8,84,60
2019-10-07,10,41,2019,41,11288,2,108,3786,42,79,12,10,51,0,18,79,97
2019-10-14,10,42,2019,42,11481,11,134,3912,33,65,9,9,53,0,12,78,65
2019-10-21,10,43,2019,43,10380,11,109,3475,18,91,3,11,62,0,8,51,36
2019-10-28,10,44,2019,44,11851,2,92,4027,42,83,9,6,48,0,8,46,28
2019-11-04,11,45,2019,45,10735,9,125,3467,44,83,12,15,54,0,9,81,53
2019-11-11,11,46,2019,46,11842,1,136,4315,43,66,6,12,37,0,4,96,28
2019-11-18,11,47,2019,47,10024,4,30,3472,30,43,9,7,30,0,4,68,34
2019-11-25,11,48,2019,48,12886,3,69,4423,52,53,13,7,58,0,10,90,49
2019-12-02,12,49,2019,49,8274,0,78,2769,44,47,9,8,66,0,7,48,36
2019-12-09,12,50,2019,50,11586,4,107,4089,56,56,17,8,45,0,8,63,73
2019-12-16,12,51,2019,51,11836,4,77,4147,75,44,14,11,39,0,7,89,58
2019-12-23,12,52,2019,52,9997,2,78,3357,36,56,4,10,32,0,8,83,74
2019-12-30,12,1,2019,1,3419,0,42,1169,19,89,33,28,60,0,11,22,69
